,text_name,text_id,token,pos,sem,usas_tags,usas_tags_def,mwe,lemma,sentence
13,italy_sem,832aa22191b946a5780ec066ecf54051,dell',ADP,['Z99'],['Z99'],['Unmatched'],no,dell',"Il Nilo è un fiume africano lungo 6.852 km che attraversa otto stati <span style=""color: #2ca25f; font-weight: bold"">dell'</span>Africa. "
14,italy_sem,832aa22191b946a5780ec066ecf54051,Africa,PROPN,['Z2'],['Z2'],['Geographical names'],no,Africa,"Il Nilo è un fiume africano lungo 6.852 km che attraversa otto stati dell'<span style=""color: #2ca25f; font-weight: bold"">Africa</span>. "
15,italy_sem,832aa22191b946a5780ec066ecf54051,.,PUNCT,['PUNCT'],['PUNCT'],['PUNCT'],no,.,"Il Nilo è un fiume africano lungo 6.852 km che attraversa otto stati dell'Africa<span style=""color: #2ca25f; font-weight: bold"">.</span> "
16,italy_sem,832aa22191b946a5780ec066ecf54051,Tradizionalmente,ADV,['Z99'],['Z99'],['Unmatched'],no,tradizionalmente,"<span style=""color: #2ca25f; font-weight: bold"">Tradizionalmente</span> considerato il fiume più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
17,italy_sem,832aa22191b946a5780ec066ecf54051,considerato,VERB,"['A5.1', 'N2', 'A11.1+', 'Q2.2', 'S1.1.1', 'Q1.3', 'S9%', 'X2.1', 'X2.4', 'X6']",['A5.1'],['Evaluation: Good/bad'],no,considerare,"Tradizionalmente <span style=""color: #2ca25f; font-weight: bold"">considerato</span> il fiume più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
18,italy_sem,832aa22191b946a5780ec066ecf54051,il,DET,['Z5'],['Z5'],['Grammatical bin'],no,il,"Tradizionalmente considerato <span style=""color: #2ca25f; font-weight: bold"">il</span> fiume più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
19,italy_sem,832aa22191b946a5780ec066ecf54051,fiume,NOUN,['W3'],['W3'],['Geographical terms'],no,fiume,"Tradizionalmente considerato il <span style=""color: #2ca25f; font-weight: bold"">fiume</span> più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
20,italy_sem,832aa22191b946a5780ec066ecf54051,più,ADV,"['N3.3+', 'A13.3']",['N3.3+'],['Distance: Far'],yes,molto,"Tradizionalmente considerato il fiume <span style=""color: #2ca25f; font-weight: bold"">più lungo</span> del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
21,italy_sem,832aa22191b946a5780ec066ecf54051,lungo,ADJ,"['N3.3+', 'A13.3']",['N3.3+'],['Distance: Far'],yes,lungo,"Tradizionalmente considerato il fiume <span style=""color: #2ca25f; font-weight: bold"">più lungo</span> del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
22,italy_sem,832aa22191b946a5780ec066ecf54051,del,ADP,['Z5'],['Z5'],['Grammatical bin'],no,del,"Tradizionalmente considerato il fiume più lungo <span style=""color: #2ca25f; font-weight: bold"">del</span> mondo, contende il primato della lunghezza al Rio delle Amazzoni."
23,italy_sem,832aa22191b946a5780ec066ecf54051,mondo,NOUN,['W1'],['W1'],['The universe'],no,mondo,"Tradizionalmente considerato il fiume più lungo del <span style=""color: #2ca25f; font-weight: bold"">mondo</span>, contende il primato della lunghezza al Rio delle Amazzoni."
24,italy_sem,832aa22191b946a5780ec066ecf54051,",",PUNCT,['PUNCT'],['PUNCT'],['PUNCT'],no,",","Tradizionalmente considerato il fiume più lungo del mondo<span style=""color: #2ca25f; font-weight: bold"">,</span> contende il primato della lunghezza al Rio delle Amazzoni."
25,italy_sem,832aa22191b946a5780ec066ecf54051,contende,VERB,['S7.3'],['S7.3'],['Competition'],no,contendere,"Tradizionalmente considerato il fiume più lungo del mondo, <span style=""color: #2ca25f; font-weight: bold"">contende</span> il primato della lunghezza al Rio delle Amazzoni."
26,italy_sem,832aa22191b946a5780ec066ecf54051,il,DET,['Z5'],['Z5'],['Grammatical bin'],no,il,"Tradizionalmente considerato il fiume più lungo del mondo, contende <span style=""color: #2ca25f; font-weight: bold"">il</span> primato della lunghezza al Rio delle Amazzoni."
27,italy_sem,832aa22191b946a5780ec066ecf54051,primato,NOUN,"['A5.1+++', 'A11.1+']",['A5.1+'],['Evaluation: Good'],no,primato,"Tradizionalmente considerato il fiume più lungo del mondo, contende il <span style=""color: #2ca25f; font-weight: bold"">primato</span> della lunghezza al Rio delle Amazzoni."
28,italy_sem,832aa22191b946a5780ec066ecf54051,della,ADP,['Z99'],['Z99'],['Unmatched'],no,della,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato <span style=""color: #2ca25f; font-weight: bold"">della</span> lunghezza al Rio delle Amazzoni."
29,italy_sem,832aa22191b946a5780ec066ecf54051,lunghezza,NOUN,"['N3.7', 'T1.3', 'M4']",['N3.7'],['Measurement: Length & height'],no,lunghezza,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della <span style=""color: #2ca25f; font-weight: bold"">lunghezza</span> al Rio delle Amazzoni."
30,italy_sem,832aa22191b946a5780ec066ecf54051,al,ADP,['Z5'],['Z5'],['Grammatical bin'],no,al,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza <span style=""color: #2ca25f; font-weight: bold"">al</span> Rio delle Amazzoni."
31,italy_sem,832aa22191b946a5780ec066ecf54051,Rio,PROPN,['Z2'],['Z2'],['Geographical names'],no,Rio,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza al <span style=""color: #2ca25f; font-weight: bold"">Rio</span> delle Amazzoni."
32,italy_sem,832aa22191b946a5780ec066ecf54051,delle,ADP,['Z5'],['Z5'],['Grammatical bin'],no,della,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza al Rio <span style=""color: #2ca25f; font-weight: bold"">delle</span> Amazzoni."
33,italy_sem,832aa22191b946a5780ec066ecf54051,Amazzoni,PROPN,['Z99'],['Z99'],['Unmatched'],no,amazzoni,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza al Rio delle <span style=""color: #2ca25f; font-weight: bold"">Amazzoni</span>."
34,italy_sem,832aa22191b946a5780ec066ecf54051,.,PUNCT,['PUNCT'],['PUNCT'],['PUNCT'],no,.,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni<span style=""color: #2ca25f; font-weight: bold"">.</span>"
35,italy_sem,832aa22191b946a5780ec066ecf54051,Il,DET,['Z5'],['Z5'],['Grammatical bin'],no,il,"<span style=""color: #2ca25f; font-weight: bold"">Il</span> Nilo è un fiume africano lungo 6.852 km che attraversa otto stati dell'Africa. "
36,italy_sem,832aa22191b946a5780ec066ecf54051,Nilo,PROPN,['Z99'],['Z99'],['Unmatched'],no,nilo,"Il <span style=""color: #2ca25f; font-weight: bold"">Nilo</span> è un fiume africano lungo 6.852 km che attraversa otto stati dell'Africa. "
37,italy_sem,832aa22191b946a5780ec066ecf54051,è,AUX,"['A5.1', 'S7.1++', 'X3.2', 'Q2.2', 'A8', 'N3.1%']",['A5.1'],['Evaluation: Good/bad'],no,essere,"Il Nilo <span style=""color: #2ca25f; font-weight: bold"">è</span> un fiume africano lungo 6.852 km che attraversa otto stati dell'Africa. "
38,italy_sem,832aa22191b946a5780ec066ecf54051,un,DET,['Z5'],['Z5'],['Grammatical bin'],no,uno,"Il Nilo è <span style=""color: #2ca25f; font-weight: bold"">un</span> fiume africano lungo 6.852 km che attraversa otto stati dell'Africa. "
39,italy_sem,832aa22191b946a5780ec066ecf54051,fiume,NOUN,['W3'],['W3'],['Geographical terms'],no,fiume,"Il Nilo è un <span style=""color: #2ca25f; font-weight: bold"">fiume</span> africano lungo 6.852 km che attraversa otto stati dell'Africa. "
40,italy_sem,832aa22191b946a5780ec066ecf54051,africano,ADJ,['Z2'],['Z2'],['Geographical names'],no,africano,"Il Nilo è un fiume <span style=""color: #2ca25f; font-weight: bold"">africano</span> lungo 6.852 km che attraversa otto stati dell'Africa. "
41,italy_sem,832aa22191b946a5780ec066ecf54051,lungo,ADP,['Z5'],['Z5'],['Grammatical bin'],no,lungo,"Il Nilo è un fiume africano <span style=""color: #2ca25f; font-weight: bold"">lungo</span> 6.852 km che attraversa otto stati dell'Africa. "
42,italy_sem,832aa22191b946a5780ec066ecf54051,6.852,NUM,['N1'],['N1'],['Numbers'],no,6.852,"Il Nilo è un fiume africano lungo <span style=""color: #2ca25f; font-weight: bold"">6.852</span> km che attraversa otto stati dell'Africa. "
43,italy_sem,832aa22191b946a5780ec066ecf54051,km,NOUN,['N3.3'],['N3.3'],['Measurement: Distance'],no,km,"Il Nilo è un fiume africano lungo 6.852 <span style=""color: #2ca25f; font-weight: bold"">km</span> che attraversa otto stati dell'Africa. "
44,italy_sem,832aa22191b946a5780ec066ecf54051,che,PRON,['Z8'],['Z8'],['Pronouns'],no,che,"Il Nilo è un fiume africano lungo 6.852 km <span style=""color: #2ca25f; font-weight: bold"">che</span> attraversa otto stati dell'Africa. "
45,italy_sem,832aa22191b946a5780ec066ecf54051,attraversa,VERB,"['M1', 'M6', 'S8-', 'A1.8+', 'A6.3+', 'F4/L2', 'O4.4', 'Q1.2', 'E3-', 'S1.1.1', 'S9@']",['M1'],"['Moving, coming and going']",no,attraversare,"Il Nilo è un fiume africano lungo 6.852 km che <span style=""color: #2ca25f; font-weight: bold"">attraversa</span> otto stati dell'Africa. "
46,italy_sem,832aa22191b946a5780ec066ecf54051,otto,NUM,['N1'],['N1'],['Numbers'],no,otto,"Il Nilo è un fiume africano lungo 6.852 km che attraversa <span style=""color: #2ca25f; font-weight: bold"">otto</span> stati dell'Africa. "
47,italy_sem,832aa22191b946a5780ec066ecf54051,stati,NOUN,"['G2.1/H1', 'B2', 'A3']","['G2.1', 'H1']","['Law and order', 'Architecture, houses and buildings']",no,stato,"Il Nilo è un fiume africano lungo 6.852 km che attraversa otto <span style=""color: #2ca25f; font-weight: bold"">stati</span> dell'Africa. "
48,italy_sem,832aa22191b946a5780ec066ecf54051,dell',ADP,['Z99'],['Z99'],['Unmatched'],no,dell',"Il Nilo è un fiume africano lungo 6.852 km che attraversa otto stati <span style=""color: #2ca25f; font-weight: bold"">dell'</span>Africa. "
49,italy_sem,832aa22191b946a5780ec066ecf54051,Africa,PROPN,['Z2'],['Z2'],['Geographical names'],no,Africa,"Il Nilo è un fiume africano lungo 6.852 km che attraversa otto stati dell'<span style=""color: #2ca25f; font-weight: bold"">Africa</span>. "
50,italy_sem,832aa22191b946a5780ec066ecf54051,.,PUNCT,['PUNCT'],['PUNCT'],['PUNCT'],no,.,"Il Nilo è un fiume africano lungo 6.852 km che attraversa otto stati dell'Africa<span style=""color: #2ca25f; font-weight: bold"">.</span> "
51,italy_sem,832aa22191b946a5780ec066ecf54051,Tradizionalmente,ADV,['Z99'],['Z99'],['Unmatched'],no,tradizionalmente,"<span style=""color: #2ca25f; font-weight: bold"">Tradizionalmente</span> considerato il fiume più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
52,italy_sem,832aa22191b946a5780ec066ecf54051,considerato,VERB,"['A5.1', 'N2', 'A11.1+', 'Q2.2', 'S1.1.1', 'Q1.3', 'S9%', 'X2.1', 'X2.4', 'X6']",['A5.1'],['Evaluation: Good/bad'],no,considerare,"Tradizionalmente <span style=""color: #2ca25f; font-weight: bold"">considerato</span> il fiume più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
53,italy_sem,832aa22191b946a5780ec066ecf54051,il,DET,['Z5'],['Z5'],['Grammatical bin'],no,il,"Tradizionalmente considerato <span style=""color: #2ca25f; font-weight: bold"">il</span> fiume più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
54,italy_sem,832aa22191b946a5780ec066ecf54051,fiume,NOUN,['W3'],['W3'],['Geographical terms'],no,fiume,"Tradizionalmente considerato il <span style=""color: #2ca25f; font-weight: bold"">fiume</span> più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
55,italy_sem,832aa22191b946a5780ec066ecf54051,più,ADV,"['N3.3+', 'A13.3']",['N3.3+'],['Distance: Far'],yes,molto,"Tradizionalmente considerato il fiume <span style=""color: #2ca25f; font-weight: bold"">più lungo</span> del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
56,italy_sem,832aa22191b946a5780ec066ecf54051,lungo,ADJ,"['N3.3+', 'A13.3']",['N3.3+'],['Distance: Far'],yes,lungo,"Tradizionalmente considerato il fiume <span style=""color: #2ca25f; font-weight: bold"">più lungo</span> del mondo, contende il primato della lunghezza al Rio delle Amazzoni."
57,italy_sem,832aa22191b946a5780ec066ecf54051,del,ADP,['Z5'],['Z5'],['Grammatical bin'],no,del,"Tradizionalmente considerato il fiume più lungo <span style=""color: #2ca25f; font-weight: bold"">del</span> mondo, contende il primato della lunghezza al Rio delle Amazzoni."
58,italy_sem,832aa22191b946a5780ec066ecf54051,mondo,NOUN,['W1'],['W1'],['The universe'],no,mondo,"Tradizionalmente considerato il fiume più lungo del <span style=""color: #2ca25f; font-weight: bold"">mondo</span>, contende il primato della lunghezza al Rio delle Amazzoni."
59,italy_sem,832aa22191b946a5780ec066ecf54051,",",PUNCT,['PUNCT'],['PUNCT'],['PUNCT'],no,",","Tradizionalmente considerato il fiume più lungo del mondo<span style=""color: #2ca25f; font-weight: bold"">,</span> contende il primato della lunghezza al Rio delle Amazzoni."
60,italy_sem,832aa22191b946a5780ec066ecf54051,contende,VERB,['S7.3'],['S7.3'],['Competition'],no,contendere,"Tradizionalmente considerato il fiume più lungo del mondo, <span style=""color: #2ca25f; font-weight: bold"">contende</span> il primato della lunghezza al Rio delle Amazzoni."
61,italy_sem,832aa22191b946a5780ec066ecf54051,il,DET,['Z5'],['Z5'],['Grammatical bin'],no,il,"Tradizionalmente considerato il fiume più lungo del mondo, contende <span style=""color: #2ca25f; font-weight: bold"">il</span> primato della lunghezza al Rio delle Amazzoni."
62,italy_sem,832aa22191b946a5780ec066ecf54051,primato,NOUN,"['A5.1+++', 'A11.1+']",['A5.1+'],['Evaluation: Good'],no,primato,"Tradizionalmente considerato il fiume più lungo del mondo, contende il <span style=""color: #2ca25f; font-weight: bold"">primato</span> della lunghezza al Rio delle Amazzoni."
63,italy_sem,832aa22191b946a5780ec066ecf54051,della,ADP,['Z99'],['Z99'],['Unmatched'],no,della,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato <span style=""color: #2ca25f; font-weight: bold"">della</span> lunghezza al Rio delle Amazzoni."
64,italy_sem,832aa22191b946a5780ec066ecf54051,lunghezza,NOUN,"['N3.7', 'T1.3', 'M4']",['N3.7'],['Measurement: Length & height'],no,lunghezza,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della <span style=""color: #2ca25f; font-weight: bold"">lunghezza</span> al Rio delle Amazzoni."
65,italy_sem,832aa22191b946a5780ec066ecf54051,al,ADP,['Z5'],['Z5'],['Grammatical bin'],no,al,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza <span style=""color: #2ca25f; font-weight: bold"">al</span> Rio delle Amazzoni."
66,italy_sem,832aa22191b946a5780ec066ecf54051,Rio,PROPN,['Z2'],['Z2'],['Geographical names'],no,Rio,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza al <span style=""color: #2ca25f; font-weight: bold"">Rio</span> delle Amazzoni."
67,italy_sem,832aa22191b946a5780ec066ecf54051,delle,ADP,['Z5'],['Z5'],['Grammatical bin'],no,della,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza al Rio <span style=""color: #2ca25f; font-weight: bold"">delle</span> Amazzoni."
68,italy_sem,832aa22191b946a5780ec066ecf54051,Amazzoni,PROPN,['Z99'],['Z99'],['Unmatched'],no,amazzoni,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza al Rio delle <span style=""color: #2ca25f; font-weight: bold"">Amazzoni</span>."
69,italy_sem,832aa22191b946a5780ec066ecf54051,.,PUNCT,['PUNCT'],['PUNCT'],['PUNCT'],no,.,"Tradizionalmente considerato il fiume più lungo del mondo, contende il primato della lunghezza al Rio delle Amazzoni<span style=""color: #2ca25f; font-weight: bold"">.</span>"
